date,day_of_week,month,is_weekend,is_holiday,total_deposits,n_deposits,total_purchases,n_purchases,bills_amount,bills_due,net_flow,running_balance
2024-09-17,2,9,0,0,9368,1,0,0,0,0,9368,1804556.67
2024-09-18,3,9,0,0,6566,1,3127,1,0,0,3439,1807995.67
2024-09-19,4,9,0,0,5019,1,0,0,0,0,5019,1813014.67
2024-09-20,5,9,0,0,9101,1,0,0,1297.09,1,7803.91,1820818.58
2024-09-21,6,9,1,0,12676,1,0,0,0,0,12676,1833494.58
2024-09-22,0,9,1,0,7944,1,0,0,0,0,7944,1841438.58
2024-09-23,1,9,0,0,8085,1,0,0,0,0,8085,1849523.58
2024-09-24,2,9,0,0,5952,1,0,0,0,0,5952,1855475.58
2024-09-25,3,9,0,0,7013,1,5815,1,0,0,1198,1856673.58
2024-09-26,4,9,0,0,7738,1,0,0,0,0,7738,1864411.58
2024-09-27,5,9,0,0,5298,1,4679,1,0,0,619,1865030.58
2024-09-28,6,9,1,0,8464,1,0,0,0,0,8464,1873494.58
2024-09-29,0,9,1,0,3028,1,5722,1,0,0,-2694,1870800.58
2024-09-30,1,9,0,0,5958,1,0,0,5930.49,1,27.51,1870828.09
2024-10-01,2,10,0,0,7912,1,7543,1,6199.2,1,-5830.2,1864997.89
2024-10-02,3,10,0,0,3654,1,0,0,0,0,3654,1868651.89
2024-10-03,4,10,0,0,6181,1,0,0,0,0,6181,1874832.89
2024-10-04,5,10,0,0,5254,1,7391,1,0,0,-2137,1872695.89
2024-10-05,6,10,1,0,5614,1,0,0,0,0,5614,1878309.89
2024-10-06,0,10,1,0,5417,1,6773,1,0,0,-1356,1876953.89
2024-10-07,1,10,0,0,4045,1,0,0,0,0,4045,1880998.89
2024-10-08,2,10,0,0,4863,1,4950,1,0,0,-87,1880911.89
2024-10-09,3,10,0,0,4737,1,0,0,0,0,4737,1885648.89
2024-10-10,4,10,0,0,4081,1,7505,1,0,0,-3424,1882224.89
2024-10-11,5,10,0,0,9922,1,0,0,0,0,9922,1892146.89
2024-10-12,6,10,1,0,9978,1,7039,1,0,0,2939,1895085.89
2024-10-13,0,10,1,0,3503,1,0,0,0,0,3503,1898588.89
2024-10-14,1,10,0,0,3776,1,7190,1,0,0,-3414,1895174.89
2024-10-15,2,10,0,0,5526,1,0,0,5252.26,1,273.74,1895448.63
2024-10-16,3,10,0,0,9415,1,7347,1,0,0,2068,1897516.63
2024-10-17,4,10,0,0,10271,1,0,0,0,0,10271,1907787.63
2024-10-18,5,10,0,0,11294,1,5300,1,0,0,5994,1913781.63
2024-10-19,6,10,1,0,5385,1,0,0,0,0,5385,1919166.63
2024-10-20,0,10,1,0,3543,1,4630,1,882.11,1,-1969.11,1917197.52
2024-10-21,1,10,0,0,4890,1,0,0,0,0,4890,1922087.52
2024-10-22,2,10,0,0,3478,1,3809,1,0,0,-331,1921756.52
2024-10-23,3,10,0,0,5929,1,0,0,0,0,5929,1927685.52
2024-10-24,4,10,0,0,10729,1,4639,1,0,0,6090,1933775.52
2024-10-25,5,10,0,0,7461,1,0,0,0,0,7461,1941236.52
2024-10-26,6,10,1,0,12739,1,0,0,0,0,12739,1953975.52
2024-10-27,0,10,1,0,7602,1,0,0,0,0,7602,1961577.52
2024-10-28,1,10,0,0,3287,1,3962,1,0,0,-675,1960902.52
2024-10-29,2,10,0,0,7602,1,0,0,0,0,7602,1968504.52
2024-10-30,3,10,0,0,4081,1,4449,1,0,0,-368,1968136.52
2024-10-31,4,10,0,0,8284,1,0,0,6175.63,1,2108.37,1970244.89
2024-11-01,5,11,0,0,11987,1,3307,1,5829.22,1,2850.78,1973095.67
2024-11-02,6,11,1,1,10748,1,0,0,0,0,10748,1983843.67
2024-11-03,0,11,1,0,5143,1,4257,1,0,0,886,1984729.67
2024-11-04,1,11,0,0,7128,1,0,0,0,0,7128,1991857.67
2024-11-05,2,11,0,0,3360,1,5261,1,0,0,-1901,1989956.67
2024-11-06,3,11,0,0,9359,1,0,0,0,0,9359,1999315.67
2024-11-07,4,11,0,0,5770,1,0,0,0,0,5770,2005085.67
2024-11-08,5,11,0,0,10730,1,7005,1,0,0,3725,2008810.67
2024-11-09,6,11,1,0,5282,1,0,0,0,0,5282,2014092.67
2024-11-10,0,11,1,0,6300,1,3166,1,0,0,3134,2017226.67
2024-11-11,1,11,0,0,5822,1,0,0,0,0,5822,2023048.67
2024-11-12,2,11,0,0,6122,1,5632,1,0,0,490,2023538.67
2024-11-13,3,11,0,0,8235,1,0,0,0,0,8235,2031773.67
2024-11-14,4,11,0,0,10356,1,0,0,0,0,10356,2042129.67
2024-11-15,5,11,0,0,8748,1,0,0,6546.46,1,2201.54,2044331.21
2024-11-16,6,11,1,0,13216,1,0,0,0,0,13216,2057547.21
2024-11-17,0,11,1,0,3449,1,0,0,0,0,3449,2060996.21
2024-11-18,1,11,0,0,2937,1,0,0,0,0,2937,2063933.21
2024-11-19,2,11,0,0,6461,1,4962,1,0,0,1499,2065432.21
2024-11-20,3,11,0,1,7745,1,0,0,850.85,1,6894.15,2072326.36
2024-11-21,4,11,0,0,6690,1,0,0,0,0,6690,2079016.36
2024-11-22,5,11,0,0,6812,1,4559,1,0,0,2253,2081269.36
2024-11-23,6,11,1,0,6535,1,0,0,0,0,6535,2087804.36
2024-11-24,0,11,1,0,6795,1,7828,1,0,0,-1033,2086771.36
2024-11-25,1,11,0,0,4840,1,0,0,0,0,4840,2091611.36
2024-11-26,2,11,0,0,9728,1,5118,1,0,0,4610,2096221.36
2024-11-27,3,11,0,0,9768,1,0,0,0,0,9768,2105989.36
2024-11-28,4,11,0,0,6791,1,7207,1,0,0,-416,2105573.36
2024-11-29,5,11,0,0,13383,1,0,0,0,0,13383,2118956.36
2024-11-30,6,11,1,0,5352,1,0,0,4616.66,1,735.34,2119691.7
2024-12-01,0,12,1,0,6708,1,7035,1,5997.61,1,-6324.61,2113367.09
2024-12-02,1,12,0,0,5995,1,0,0,0,0,5995,2119362.09
2024-12-03,2,12,0,0,5952,1,0,0,0,0,5952,2125314.09
2024-12-04,3,12,0,0,6742,1,4626,1,0,0,2116,2127430.09
2024-12-05,4,12,0,0,9191,1,0,0,0,0,9191,2136621.09
2024-12-06,5,12,0,0,10409,1,0,0,0,0,10409,2147030.09
2024-12-07,6,12,1,0,12240,1,7363,1,0,0,4877,2151907.09
2024-12-08,0,12,1,0,4156,1,0,0,0,0,4156,2156063.09
2024-12-09,1,12,0,0,7787,1,6362,1,0,0,1425,2157488.09
2024-12-10,2,12,0,0,8140,1,0,0,0,0,8140,2165628.09
2024-12-11,3,12,0,0,8450,1,0,0,0,0,8450,2174078.09
2024-12-12,4,12,0,0,8975,1,3547,1,0,0,5428,2179506.09
2024-12-13,5,12,0,0,9111,1,0,0,0,0,9111,2188617.09
2024-12-14,6,12,1,0,4638,1,4628,1,0,0,10,2188627.09
2024-12-15,0,12,1,0,7638,1,0,0,6407.83,1,1230.17,2189857.26
2024-12-16,1,12,0,0,3404,1,7675,1,0,0,-4271,2185586.26
2024-12-17,2,12,0,0,7643,1,0,0,0,0,7643,2193229.26
2024-12-18,3,12,0,0,3810,1,3049,1,0,0,761,2193990.26
2024-12-19,4,12,0,0,9509,1,0,0,0,0,9509,2203499.26
2024-12-20,5,12,0,0,12397,1,0,0,1212.19,1,11184.81,2214684.07
2024-12-21,6,12,1,0,10912,1,0,0,0,0,10912,2225596.07
2024-12-22,0,12,1,0,4640,1,5254,1,0,0,-614,2224982.07
2024-12-23,1,12,0,0,3616,1,0,0,0,0,3616,2228598.07
2024-12-24,2,12,0,0,8564,1,0,0,0,0,8564,2237162.07
2024-12-25,3,12,0,1,771,1,3354,1,0,0,-2583,2234579.07
2024-12-26,4,12,0,0,9541,1,0,0,0,0,9541,2244120.07
2024-12-27,5,12,0,0,6874,1,0,0,0,0,6874,2250994.07
2024-12-28,6,12,1,0,4657,1,0,0,0,0,4657,2255651.07
2024-12-29,0,12,1,0,8165,1,5160,1,0,0,3005,2258656.07
2024-12-30,1,12,0,0,6898,1,0,0,0,0,6898,2265554.07
2024-12-31,2,12,0,0,8925,1,3567,1,6393.63,1,-1035.63,2264518.44
2025-01-01,3,1,0,1,1335,1,0,0,6057.79,1,-4722.79,2259795.65
2025-01-02,4,1,0,0,4319,1,0,0,0,0,4319,2264114.65
2025-01-03,5,1,0,0,11316,1,6802,1,0,0,4514,2268628.65
2025-01-04,6,1,1,0,10746,1,0,0,0,0,10746,2279374.65
2025-01-05,0,1,1,0,3147,1,3140,1,0,0,7,2279381.65
2025-01-06,1,1,0,0,7315,1,0,0,0,0,7315,2286696.65
2025-01-07,2,1,0,0,3758,1,6061,1,0,0,-2303,2284393.65
2025-01-08,3,1,0,0,3624,1,0,0,0,0,3624,2288017.65
2025-01-09,4,1,0,0,11429,1,0,0,0,0,11429,2299446.65
2025-01-10,5,1,0,0,12585,1,0,0,0,0,12585,2312031.65
2025-01-11,6,1,1,0,7440,1,6716,1,0,0,724,2312755.65
2025-01-12,0,1,1,0,5103,1,0,0,0,0,5103,2317858.65
2025-01-13,1,1,0,0,5888,1,5356,1,0,0,532,2318390.65
2025-01-14,2,1,0,0,9083,1,0,0,0,0,9083,2327473.65
2025-01-15,3,1,0,0,9773,1,0,0,5572.4,1,4200.6,2331674.25
2025-01-16,4,1,0,0,5551,1,6688,1,0,0,-1137,2330537.25
2025-01-17,5,1,0,0,7195,1,0,0,0,0,7195,2337732.25
2025-01-18,6,1,1,0,10296,1,5049,1,0,0,5247,2342979.25
2025-01-19,0,1,1,0,5369,1,0,0,0,0,5369,2348348.25
2025-01-20,1,1,0,0,4400,1,3234,1,1459.23,1,-293.23,2348055.02
2025-01-21,2,1,0,0,9322,1,0,0,0,0,9322,2357377.02
2025-01-22,3,1,0,0,4850,1,0,0,0,0,4850,2362227.02
2025-01-23,4,1,0,0,10193,1,0,0,0,0,10193,2372420.02
2025-01-24,5,1,0,0,9616,1,0,0,0,0,9616,2382036.02
2025-01-25,6,1,1,0,13318,1,0,0,0,0,13318,2395354.02
2025-01-26,0,1,1,0,2812,1,0,0,0,0,2812,2398166.02
2025-01-27,1,1,0,0,5272,1,6190,1,0,0,-918,2397248.02
2025-01-28,2,1,0,0,9155,1,0,0,0,0,9155,2406403.02
2025-01-29,3,1,0,0,8002,1,0,0,0,0,8002,2414405.02
2025-01-30,4,1,0,0,7245,1,3738,1,0,0,3507,2417912.02
2025-01-31,5,1,0,0,5960,1,0,0,4828.99,1,1131.01,2419043.03
2025-02-01,6,2,1,0,7301,1,5886,1,6181.18,1,-4766.18,2414276.85
2025-02-02,0,2,1,0,4620,1,0,0,0,0,4620,2418896.85
2025-02-03,1,2,0,0,6836,1,0,0,0,0,6836,2425732.85
2025-02-04,2,2,0,0,4464,1,5729,1,0,0,-1265,2424467.85
2025-02-05,3,2,0,1,9975,1,0,0,0,0,9975,2434442.85
2025-02-06,4,2,0,0,7084,1,0,0,0,0,7084,2441526.85
2025-02-07,5,2,0,0,8414,1,7501,1,0,0,913,2442439.85
2025-02-08,6,2,1,0,7616,1,0,0,0,0,7616,2450055.85
2025-02-09,0,2,1,0,5066,1,4380,1,0,0,686,2450741.85
2025-02-10,1,2,0,0,8787,1,0,0,0,0,8787,2459528.85
2025-02-11,2,2,0,0,6732,1,6605,1,0,0,127,2459655.85
2025-02-12,3,2,0,0,6008,1,0,0,0,0,6008,2465663.85
2025-02-13,4,2,0,0,6451,1,0,0,0,0,6451,2472114.85
2025-02-14,5,2,0,0,6630,1,0,0,0,0,6630,2478744.85
2025-02-15,6,2,1,0,6233,1,5496,1,6087.11,1,-5350.11,2473394.74
2025-02-16,0,2,1,0,7523,1,0,0,0,0,7523,2480917.74
2025-02-17,1,2,0,0,3278,1,3341,1,0,0,-63,2480854.74
2025-02-18,2,2,0,0,5766,1,0,0,0,0,5766,2486620.74
2025-02-19,3,2,0,0,6326,1,3118,1,0,0,3208,2489828.74
2025-02-20,4,2,0,0,5648,1,0,0,1496.62,1,4151.38,2493980.12
2025-02-21,5,2,0,0,8703,1,5046,1,0,0,3657,2497637.12
2025-02-22,6,2,1,0,12669,1,0,0,0,0,12669,2510306.12
2025-02-23,0,2,1,0,4604,1,0,0,0,0,4604,2514910.12
2025-02-24,1,2,0,0,3836,1,0,0,0,0,3836,2518746.12
2025-02-25,2,2,0,0,3866,1,4782,1,0,0,-916,2517830.12
2025-02-26,3,2,0,0,4431,1,0,0,0,0,4431,2522261.12
2025-02-27,4,2,0,0,4149,1,0,0,0,0,4149,2526410.12
2025-02-28,5,2,0,0,12206,1,6388,1,5651.57,1,166.43,2526576.55
2025-03-01,6,3,1,0,14275,1,0,0,6009.32,1,8265.68,2534842.23
2025-03-02,0,3,1,0,7230,1,0,0,0,0,7230,2542072.23
2025-03-03,1,3,0,0,5689,1,0,0,0,0,5689,2547761.23
2025-03-04,2,3,0,0,7442,1,6713,1,0,0,729,2548490.23
2025-03-05,3,3,0,0,6682,1,0,0,0,0,6682,2555172.23
2025-03-06,4,3,0,0,4734,1,7666,1,0,0,-2932,2552240.23
2025-03-07,5,3,0,0,12835,1,0,0,0,0,12835,2565075.23
2025-03-08,6,3,1,0,5653,1,4173,1,0,0,1480,2566555.23
2025-03-09,0,3,1,0,4837,1,0,0,0,0,4837,2571392.23
2025-03-10,1,3,0,0,5831,1,3373,1,0,0,2458,2573850.23
2025-03-11,2,3,0,0,3216,1,0,0,0,0,3216,2577066.23
2025-03-12,3,3,0,0,8891,1,0,0,0,0,8891,2585957.23
2025-03-13,4,3,0,0,5703,1,3530,1,0,0,2173,2588130.23
2025-03-14,5,3,0,0,10983,1,0,0,0,0,10983,2599113.23
2025-03-15,6,3,1,0,4692,1,3197,1,4284.31,1,-2789.31,2596323.92
2025-03-16,0,3,1,0,3284,1,0,0,0,0,3284,2599607.92
2025-03-17,1,3,0,0,3810,1,5106,1,0,0,-1296,2598311.92
2025-03-18,2,3,0,0,3292,1,0,0,0,0,3292,2601603.92
2025-03-19,3,3,0,0,6052,1,4066,1,0,0,1986,2603589.92
2025-03-20,4,3,0,0,4985,1,0,0,838.51,1,4146.49,2607736.41
2025-03-21,5,3,0,1,5617,1,7401,1,0,0,-1784,2605952.41
2025-03-22,6,3,1,0,13724,1,0,0,0,0,13724,2619676.41
2025-03-23,0,3,1,0,3670,1,3677,1,0,0,-7,2619669.41
2025-03-24,1,3,0,0,8410,1,0,0,0,0,8410,2628079.41
2025-03-25,2,3,0,0,3193,1,3020,1,0,0,173,2628252.41
2025-03-26,3,3,0,0,5358,1,0,0,0,0,5358,2633610.41
2025-03-27,4,3,0,0,9591,1,0,0,0,0,9591,2643201.41
2025-03-28,5,3,0,0,4900,1,4002,1,0,0,898,2644099.41
2025-03-29,6,3,1,0,9184,1,0,0,0,0,9184,2653283.41
2025-03-30,0,3,1,0,2670,1,3090,1,0,0,-420,2652863.41
2025-03-31,1,3,0,0,3124,1,0,0,6255.36,1,-3131.36,2649732.05
2025-04-01,2,4,0,0,9164,1,7759,1,6145.28,1,-4740.28,2644991.77
2025-04-02,3,4,0,0,3887,1,0,0,0,0,3887,2648878.77
2025-04-03,4,4,0,0,3709,1,0,0,0,0,3709,2652587.77
2025-04-04,5,4,0,0,11143,1,3067,1,0,0,8076,2660663.77
2025-04-05,6,4,1,0,11071,1,0,0,0,0,11071,2671734.77
2025-04-06,0,4,1,0,3246,1,4711,1,0,0,-1465,2670269.77
2025-04-07,1,4,0,0,5204,1,0,0,0,0,5204,2675473.77
2025-04-08,2,4,0,0,7824,1,6071,1,0,0,1753,2677226.77
2025-04-09,3,4,0,0,5458,1,0,0,0,0,5458,2682684.77
2025-04-10,4,4,0,0,7036,1,0,0,0,0,7036,2689720.77
2025-04-11,5,4,0,0,6752,1,7856,1,0,0,-1104,2688616.77
2025-04-12,6,4,1,0,5247,1,0,0,0,0,5247,2693863.77
2025-04-13,0,4,1,0,3401,1,6412,1,0,0,-3011,2690852.77
2025-04-14,1,4,0,0,3885,1,0,0,0,0,3885,2694737.77
2025-04-15,2,4,0,0,9825,1,0,0,4376.29,1,5448.71,2700186.48
2025-04-16,3,4,0,0,4878,1,5401,1,0,0,-523,2699663.48
2025-04-17,4,4,0,0,10401,1,0,0,0,0,10401,2710064.48
2025-04-18,5,4,0,0,8504,1,7219,1,0,0,1285,2711349.48
2025-04-19,6,4,1,0,13619,1,0,0,0,0,13619,2724968.48
2025-04-20,0,4,1,0,7584,1,6485,1,1265.68,1,-166.68,2724801.8
2025-04-21,1,4,0,0,3211,1,0,0,0,0,3211,2728012.8
2025-04-22,2,4,0,0,9825,1,5507,1,0,0,4318,2732330.8
2025-04-23,3,4,0,0,6790,1,0,0,0,0,6790,2739120.8
2025-04-24,4,4,0,0,4354,1,3589,1,0,0,765,2739885.8
2025-04-25,5,4,0,0,7739,1,0,0,0,0,7739,2747624.8
2025-04-26,6,4,1,0,5279,1,0,0,0,0,5279,2752903.8
2025-04-27,0,4,1,0,3545,1,3708,1,0,0,-163,2752740.8
2025-04-28,1,4,0,0,5562,1,0,0,0,0,5562,2758302.8
2025-04-29,2,4,0,0,3893,1,3790,1,0,0,103,2758405.8
2025-04-30,3,4,0,0,6733,1,0,0,4637.96,1,2095.04,2760500.84
2025-05-01,4,5,0,1,2060,1,4315,1,5877.66,1,-8132.66,2752368.18
2025-05-02,5,5,0,0,8752,1,0,0,0,0,8752,2761120.18
2025-05-03,6,5,1,0,8889,1,4203,1,0,0,4686,2765806.18
2025-05-04,0,5,1,0,7416,1,0,0,0,0,7416,2773222.18
2025-05-05,1,5,0,0,6829,1,7187,1,0,0,-358,2772864.18
2025-05-06,2,5,0,0,9306,1,0,0,0,0,9306,2782170.18
2025-05-07,3,5,0,0,7707,1,0,0,0,0,7707,2789877.18
2025-05-08,4,5,0,0,4165,1,0,0,0,0,4165,2794042.18
2025-05-09,5,5,0,0,9898,1,0,0,0,0,9898,2803940.18
2025-05-10,6,5,1,1,19026,1,4092,1,0,0,14934,2818874.18
2025-05-11,0,5,1,0,4599,1,0,0,0,0,4599,2823473.18
2025-05-12,1,5,0,0,3477,1,7049,1,0,0,-3572,2819901.18
2025-05-13,2,5,0,0,8550,1,0,0,0,0,8550,2828451.18
2025-05-14,3,5,0,0,3833,1,4342,1,0,0,-509,2827942.18
2025-05-15,4,5,0,0,4732,1,0,0,5738.57,1,-1006.57,2826935.61
2025-05-16,5,5,0,0,8798,1,3968,1,0,0,4830,2831765.61
2025-05-17,6,5,1,0,12999,1,0,0,0,0,12999,2844764.61
2025-05-18,0,5,1,0,2800,1,0,0,0,0,2800,2847564.61
2025-05-19,1,5,0,0,3154,1,4392,1,0,0,-1238,2846326.61
2025-05-20,2,5,0,0,6467,1,0,0,1408.88,1,5058.12,2851384.73
2025-05-21,3,5,0,0,9436,1,5500,1,0,0,3936,2855320.73
2025-05-22,4,5,0,0,8693,1,0,0,0,0,8693,2864013.73
2025-05-23,5,5,0,0,11624,1,0,0,0,0,11624,2875637.73
2025-05-24,6,5,1,0,10244,1,4568,1,0,0,5676,2881313.73
2025-05-25,0,5,1,0,3066,1,0,0,0,0,3066,2884379.73
2025-05-26,1,5,0,0,8259,1,3833,1,0,0,4426,2888805.73
2025-05-27,2,5,0,0,3581,1,0,0,0,0,3581,2892386.73
2025-05-28,3,5,0,0,5743,1,5142,1,0,0,601,2892987.73
2025-05-29,4,5,0,0,5196,1,0,0,0,0,5196,2898183.73
2025-05-30,5,5,0,0,6216,1,5072,1,0,0,1144,2899327.73
2025-05-31,6,5,1,0,12178,1,0,0,4651.22,1,7526.78,2906854.51
2025-06-01,0,6,1,0,3516,1,7190,1,5998.45,1,-9672.45,2897182.06
2025-06-02,1,6,0,0,7391,1,0,0,0,0,7391,2904573.06
2025-06-03,2,6,0,0,4914,1,3566,1,0,0,1348,2905921.06
2025-06-04,3,6,0,0,7777,1,0,0,0,0,7777,2913698.06
2025-06-05,4,6,0,0,11251,1,0,0,0,0,11251,2924949.06
2025-06-06,5,6,0,0,10217,1,0,0,0,0,10217,2935166.06
2025-06-07,6,6,1,0,8080,1,0,0,0,0,8080,2943246.06
2025-06-08,0,6,1,0,3127,1,6484,1,0,0,-3357,2939889.06
2025-06-09,1,6,0,0,5862,1,0,0,0,0,5862,2945751.06
2025-06-10,2,6,0,0,4407,1,6918,1,0,0,-2511,2943240.06
2025-06-11,3,6,0,0,8525,1,0,0,0,0,8525,2951765.06
2025-06-12,4,6,0,0,4482,1,4101,1,0,0,381,2952146.06
2025-06-13,5,6,0,0,9042,1,0,0,0,0,9042,2961188.06
2025-06-14,6,6,1,0,9561,1,0,0,0,0,9561,2970749.06
2025-06-15,0,6,1,0,4370,1,4632,1,6793.23,1,-7055.23,2963693.83
2025-06-16,1,6,0,0,5798,1,0,0,0,0,5798,2969491.83
2025-06-17,2,6,0,0,3176,1,4207,1,0,0,-1031,2968460.83
2025-06-18,3,6,0,0,7681,1,0,0,0,0,7681,2976141.83
2025-06-19,4,6,0,0,6423,1,4634,1,0,0,1789,2977930.83
2025-06-20,5,6,0,0,9279,1,0,0,1275.34,1,8003.66,2985934.49
2025-06-21,6,6,1,0,5589,1,0,0,0,0,5589,2991523.49
2025-06-22,0,6,1,0,7076,1,0,0,0,0,7076,2998599.49
2025-06-23,1,6,0,0,8339,1,0,0,0,0,8339,3006938.49
2025-06-24,2,6,0,0,3974,1,0,0,0,0,3974,3010912.49
2025-06-25,3,6,0,0,9612,1,7440,1,0,0,2172,3013084.49
2025-06-26,4,6,0,0,4745,1,0,0,0,0,4745,3017829.49
2025-06-27,5,6,0,0,12476,1,6776,1,0,0,5700,3023529.49
2025-06-28,6,6,1,0,11991,1,0,0,0,0,11991,3035520.49
2025-06-29,0,6,1,0,7005,1,3758,1,0,0,3247,3038767.49
2025-06-30,1,6,0,0,5383,1,0,0,5036.19,1,346.81,3039114.3
2025-07-01,2,7,0,0,3689,1,7997,1,5914.5,1,-10222.5,3028891.8
2025-07-02,3,7,0,0,6773,1,0,0,0,0,6773,3035664.8
2025-07-03,4,7,0,0,9474,1,6893,1,0,0,2581,3038245.8
2025-07-04,5,7,0,0,4688,1,0,0,0,0,4688,3042933.8
2025-07-05,6,7,1,0,6036,1,0,0,0,0,6036,3048969.8
2025-07-06,0,7,1,0,4717,1,4534,1,0,0,183,3049152.8
2025-07-07,1,7,0,0,7883,1,0,0,0,0,7883,3057035.8
2025-07-08,2,7,0,0,4978,1,4366,1,0,0,612,3057647.8
2025-07-09,3,7,0,0,4023,1,0,0,0,0,4023,3061670.8
2025-07-10,4,7,0,0,8061,1,0,0,0,0,8061,3069731.8
2025-07-11,5,7,0,0,6807,1,4036,1,0,0,2771,3072502.8
2025-07-12,6,7,1,0,6478,1,0,0,0,0,6478,3078980.8
2025-07-13,0,7,1,0,3962,1,0,0,0,0,3962,3082942.8
2025-07-14,1,7,0,0,3832,1,7032,1,0,0,-3200,3079742.8
2025-07-15,2,7,0,0,9058,1,0,0,6429.27,1,2628.73,3082371.53
2025-07-16,3,7,0,0,7187,1,0,0,0,0,7187,3089558.53
2025-07-17,4,7,0,0,6458,1,3021,1,0,0,3437,3092995.53
2025-07-18,5,7,0,0,10703,1,0,0,0,0,10703,3103698.53
2025-07-19,6,7,1,0,12580,1,0,0,0,0,12580,3116278.53
2025-07-20,0,7,1,0,5875,1,6652,1,1036.94,1,-1813.94,3114464.59
2025-07-21,1,7,0,0,7591,1,0,0,0,0,7591,3122055.59
2025-07-22,2,7,0,0,8907,1,0,0,0,0,8907,3130962.59
2025-07-23,3,7,0,0,4405,1,4563,1,0,0,-158,3130804.59
2025-07-24,4,7,0,0,9915,1,0,0,0,0,9915,3140719.59
2025-07-25,5,7,0,0,8115,1,5900,1,0,0,2215,3142934.59
2025-07-26,6,7,1,0,9959,1,0,0,0,0,9959,3152893.59
2025-07-27,0,7,1,0,3177,1,7861,1,0,0,-4684,3148209.59
2025-07-28,1,7,0,0,5934,1,0,0,0,0,5934,3154143.59
2025-07-29,2,7,0,0,3547,1,3486,1,0,0,61,3154204.59
2025-07-30,3,7,0,0,5562,1,0,0,0,0,5562,3159766.59
2025-07-31,4,7,0,0,9420,1,0,0,4682.57,1,4737.43,3164504.02
2025-08-01,5,8,0,0,8110,1,6838,1,5894.56,1,-4622.56,3159881.46
2025-08-02,6,8,1,0,7527,1,0,0,0,0,7527,3167408.46
2025-08-03,0,8,1,0,5625,1,3028,1,0,0,2597,3170005.46
2025-08-04,1,8,0,0,6142,1,0,0,0,0,6142,3176147.46
2025-08-05,2,8,0,0,3963,1,0,0,0,0,3963,3180110.46
2025-08-06,3,8,0,0,5256,1,4872,1,0,0,384,3180494.46
2025-08-07,4,8,0,0,4839,1,0,0,0,0,4839,3185333.46
2025-08-08,5,8,0,0,9182,1,4073,1,0,0,5109,3190442.46
2025-08-09,6,8,1,0,7321,1,0,0,0,0,7321,3197763.46
2025-08-10,0,8,1,0,3479,1,0,0,0,0,3479,3201242.46
2025-08-11,1,8,0,0,7344,1,0,0,0,0,7344,3208586.46
2025-08-12,2,8,0,0,5837,1,5805,1,0,0,32,3208618.46
2025-08-13,3,8,0,0,7015,1,0,0,0,0,7015,3215633.46
2025-08-14,4,8,0,0,4699,1,3089,1,0,0,1610,3217243.46
2025-08-15,5,8,0,0,8915,1,0,0,6991.82,1,1923.18,3219166.64
2025-08-16,6,8,1,0,10171,1,0,0,0,0,10171,3229337.64
2025-08-17,0,8,1,0,7476,1,0,0,0,0,7476,3236813.64
2025-08-18,1,8,0,0,4958,1,6034,1,0,0,-1076,3235737.64
2025-08-19,2,8,0,0,6524,1,0,0,0,0,6524,3242261.64
2025-08-20,3,8,0,0,4833,1,0,0,1155.25,1,3677.75,3245939.39
2025-08-21,4,8,0,0,7785,1,0,0,0,0,7785,3253724.39
2025-08-22,5,8,0,0,8525,1,6366,1,0,0,2159,3255883.39
2025-08-23,6,8,1,0,5902,1,0,0,0,0,5902,3261785.39
2025-08-24,0,8,1,0,7213,1,0,0,0,0,7213,3268998.39
2025-08-25,1,8,0,0,8541,1,0,0,0,0,8541,3277539.39
2025-08-26,2,8,0,0,4493,1,6982,1,0,0,-2489,3275050.39
2025-08-27,3,8,0,0,7133,1,0,0,0,0,7133,3282183.39
2025-08-28,4,8,0,0,10939,1,0,0,0,0,10939,3293122.39
2025-08-29,5,8,0,0,13410,1,7118,1,0,0,6292,3299414.39
2025-08-30,6,8,1,0,7198,1,0,0,0,0,7198,3306612.39
2025-08-31,0,8,1,0,6791,1,3669,1,4580.39,1,-1458.39,3305154
2025-09-01,1,9,0,0,4231,1,0,0,5943.69,1,-1712.69,3303441.31
2025-09-02,2,9,0,0,5490,1,6176,1,0,0,-686,3302755.31
2025-09-03,3,9,0,0,4935,1,0,0,0,0,4935,3307690.31
2025-09-04,4,9,0,0,4397,1,4203,1,0,0,194,3307884.31
2025-09-05,5,9,0,0,11989,1,0,0,0,0,11989,3319873.31
2025-09-06,6,9,1,0,12234,1,0,0,0,0,12234,3332107.31
2025-09-07,0,9,1,0,6121,1,0,0,0,0,6121,3338228.31
2025-09-08,1,9,0,0,6391,1,5467,1,0,0,924,3339152.31
2025-09-09,2,9,0,0,4796,1,0,0,0,0,4796,3343948.31
2025-09-10,3,9,0,0,9065,1,5987,1,0,0,3078,3347026.31
2025-09-11,4,9,0,0,6483,1,0,0,0,0,6483,3353509.31
2025-09-12,5,9,0,0,9971,1,0,0,0,0,9971,3363480.31
2025-09-13,6,9,1,0,6202,1,0,0,0,0,6202,3369682.31
2025-09-14,0,9,1,0,4872,1,0,0,0,0,4872,3374554.31
2025-09-15,1,9,0,0,6644,1,3960,1,6633.66,1,-3949.66,3370604.65
2025-09-16,2,9,0,1,4834,1,0,0,0,0,4834,3375438.65
